id,name,lat,long,count,duration,q10_max,q50_max,q90_max,q10_min,q50_min,q90_min
297,CA001046391,494.667,-1.239.167,3.4,12,28,29.7,32.68,21.278,22.911,24.98
298,CA001054500,498.333,-124.5,3,11,15.5,19.9,31.2,14.486,15.507,18.461
299,CA001054925,54.25,-133.05,1,94,17.502,17.502,17.502,16.469,16.469,16.469
300,CA001057050,54,-1.321.667,3.6,7.5,17.72,21.85,26.07,161.659,17.741,193.693
301,CA001060902,53.25,-1.318.167,3.6,10,16.45,19,21.4,148.971,16.003,175.785
302,CA001063690,53.5,-1.306.333,4.4,8.5,17.2,21.5,33,154.663,166.775,19.205
303,CA001064320,522.667,-128.4,4,9,24.5,32,34.75,198.575,219.455,255.445
304,CA001065010,54.05,-1.286.333,4.4,9,18.19,20,24.93,157.378,169.455,182.134
305,CA001068131,522.667,-1.287.167,3.6,10.5,22.3,29.5,34.6,184.029,21.157,254.563
306,CA001073615,54.5,-1.286.167,4.4,8.5,25,31.5,33,205.012,22.478,25.693
307,CA001077499,54.4,-1.266.667,3.8,9,24.625,31.4,34.2,207.294,22.19,257.406
308,CA001077500,548.333,-1.271.833,4.2,9,22.76,29.8,32.6,186.914,21.838,253.166
309,CA001078209,548.167,-1.271.833,4,10,27.5,29,31,204.625,21.088,237.835
310,CA001092970,548.167,-1.261.667,4.8,8,25.5,28.5,33,207.243,213.295,237.877
311,CA001093600,54.45,-1.242.833,4.8,8,28.5,31,36,220.417,24.624,267.575
312,CA001095018,523.667,-1.213.667,4.6,8,21.1,29,32,192.096,21.581,245.408
313,CA001096439,525.333,-1.222.833,5,8,24.2,30.1,31,20.692,22.768,23.529
314,CA001100120,538.833,-1.226.833,4.8,9.5,29.5,33.5,35,228.232,247.695,266.942
315,CA001101158,49.25,-1.217.667,5.6,10,25.95,29.5,30,205.123,21.747,237.166
316,CA001101708,492.833,-1.229.167,4.8,10.5,29,31.75,33.7,237.007,24.727,260.397
317,CA001101N65,491.167,-122.7,5,9,28,32,33.5,22.533,23.591,26.792
318,CA001102425,490.833,-121.7,3.4,10,26,27,28.5,20.996,22.1,232.962
319,CA001103332,490.167,-123.1,5.8,9,28.5,32,34,220.946,23.833,257.658
320,CA001105192,492.667,-1.225.667,5,10,28.5,31.5,32.5,22.774,23.313,25
321,CA001105658,49.15,-1.222.667,2.8,10,26,33.25,34.35,172.778,223.255,253.519
322,CA001106200,493.667,-1.230.833,3.8,11,25.6,30.5,32.5,217.124,22.795,232.896
323,CA001106CL2,493.333,-1.232.667,4.8,8.5,25.85,29,32.15,207.114,225.045,249.414
324,CA001107785,492.833,-1.228.833,3.8,11,30.4,32,34,245.062,25.19,266.868
325,CA001108395,491.167,-1.221.167,4.4,7,217.709,27.5,30.2,205.277,221.985,237.857
326,CA001108446,49.2,-1.231.833,3.6,12.5,25.8,29.3,30.91,213.874,226.105,239.074
327,CA001108906,49.3,-1.231.167,1.2,64,13.735,13.735,18.5,125.583,13.384,13.384
328,CA001108910,500.667,-122.95,4.4,10.5,25.1,30.2,33,212.161,218.435,237.074
329,CA001125079,490.167,-1.227.833,4.4,9,32,35,38,261.871,282.635,314.332
330,CA001125700,501.167,-120.8,4,15,31,36,36.5,26.3,27.855,29.642
331,CA001125766,50.05,-119.45,3.6,12,33.6,39,39.5,283.643,31.593,328.758
332,CA001126070,491.833,-119.55,3.6,15,29.3,33.25,35.7,246.299,265.325,282.279
333,CA001126510,497.833,-1.197.167,3.6,9,31.5,35.5,37.83,251.826,274.115,29.96
334,CA001128584,494.667,-1.205.167,2.8,14,19.132,26,30.5,18.213,19.147,226.143
335,CA001128958,503.667,-119.05,3.8,14,30.1,36.5,37,247.152,27.295,295.224
336,CA001141455,500.333,-1.194.167,3,12,32,37.3,38.3,27.913,29.305,31.115
337,CA001141457,49.3,-1.176.333,1.4,69,27.886,31.5,38.8,26.196,28.077,308.938
338,CA001142574,49.35,-1.177.667,4,9.5,29.75,33.25,34.5,241.645,26.358,285.155
339,CA001143900,502.333,-1.169.667,4,12,29.5,32,34.5,241.915,260.195,27.313
340,CA001145460,499.167,-1.169.167,3.4,15,31.2,34,36.5,26.555,27.566,298.872
341,CA001152850,50,-1.173.667,3.4,7,27.2,34,35.8,22.68,26.977,296.678
342,CA001152899,494.833,-1.150.667,2.8,14,28.45,31,33.5,200.792,23.052,254.909
343,CA001153034,50.15,-114.85,3.8,9,30.5,35.5,37.5,246.584,27.386,299.674
344,CA001154410,495.167,-1.154.667,3.2,13,32,36,36.95,24.556,270.635,295.511
345,CA001158730,506.333,-1.160.667,4,10.5,29.75,35.5,36.5,250.835,276.805,295.025
346,CA001160899,498.167,-1.156.333,3.8,10,30.26,33,34.02,237.498,24.919,272.242
347,CA001161104,521.333,-1.192.833,3.6,7.5,26.6,30.5,33.5,206.167,232.215,260.015
348,CA001162265,51.7,-1.210.833,4,12.5,29.75,35,37.5,24.625,271.875,300.715
349,CA001163780,51.3,-1.201.833,3.6,14,33.92,36.9,39.9,281.413,29.532,318.106
350,CA001168520,50.7,-120.45,3.8,13,32.4,36,38,254.972,27.889,305.118
351,CA001173210,515.833,-1.197.833,3.4,11,29.9,34.2,35.1,24.256,25.813,279.078
352,CA001175122,51.3,-1.169.833,2.8,13.5,24.35,34,34.1,213.125,24.663,259.085
353,CA001192946,52.05,-1.185.833,3.6,15.5,26.12,29.3,32.3,225.237,236.725,240.253
354,CA001200560,588.333,-122.6,3.4,10,22.6,25.5,29,17.734,19.441,21.79
355,CA002100402,595.667,-133.7,2.8,18,25.6,29,34.5,210.358,226.585,25.63
356,CA002100630,64.05,-1.391.333,3,9,22.3,25.2,32.1,18.86,20.15,23.975
357,CA002100950,607.667,-1.375.833,3.2,15,22.48,27.8,28.7,123.405,14.553,164.928
358,CA002101300,68.95,-1.372.167,4,9.5,21.1,26.45,33.2,18.828,20.385,243.145
359,CA002200675,607.167,-1.350.667,3,12,15.8,22.1,23.2,6.341,84.381,94.764
360,CA002202115,701.667,-1.247.167,3,17,29.5,31.5,33,22.56,23.75,24.209
361,CA002202200,617.667,-1.212.333,3.4,10,26.8,30.2,33.1,212.696,23.067,236.898
362,CA002202400,600.167,-1.119.667,2.8,12.5,27.7,30.4,34.2,190.494,20.911,220.018
363,CA002202570,608.333,-1.157.833,3.8,11,25.58,28.5,32.04,16.235,18.117,20.352
364,CA002202801,68.3,-1.334.833,2.4,16,28.9,30.6,32.2,216.155,224.265,227.416
365,CA002300500,652.833,-126.8,2.2,17,17.48,27.2,29.88,1.093.232,15.329,17.259
366,CA002300551,64.3,-960.833,2.8,14,28.4,35.2,38,249.399,26.786,282.925
367,CA002300902,668.333,-1.080.167,2.6,26,20.4,28,31.2,124.182,14.344,157.382
368,CA002301000,678.167,-115.15,2.4,7.5,14.74,24.55,28,94.675,13.604,152.766
369,CA002301102,64.2,-833.667,2.6,11,27.2,28.9,29.6,159.392,18.055,198.062
370,CA002302370,611.333,-1.008.833,1.8,64,12.76,21.9,24.9,537.998,85.314,105.718
371,CA002303685,683.167,-1.000.833,2,33.5,21,24.3,24.9,86.934,116.485,14.174
372,CA002400306,688.167,-934.333,2,38,3.25,16.5,18,1.350.015,563.275,83.663
373,CA002400565,82.5,-623.333,2.4,24.5,13.32,17.9,21.18,683.269,85.825,1.047.931
374,CA002400570,633.333,-64.15,2.6,11,10.4,17.8,21.32,438.134,73.893,1.009.848
375,CA002400600,675.333,-637.833,2.4,22.5,7.41,20.7,25.2,54.505,110.455,127.156
376,CA002400635,69.1,-1.051.333,2.4,18.5,14.42,20.5,22.3,98.426,118.215,132.674
377,CA002400650,642.333,-765.333,2.4,14.5,378.512,11.7,17.9,238.708,485.755,794.975
378,CA002400654,66.65,-613.833,2.2,23,478.168,87.288,17.9,362.182,65.549,737.622
379,CA002400660,665.833,-616.167,2.8,15,8.84,17.65,20.37,326.861,73.464,101.782
380,CA002401030,684.667,-668.167,2.2,25,13.1,15.6,21.5,734.344,84.964,123.074
381,CA002401200,68.65,-711.667,1.4,80,11.96,15,20,576.908,73.297,837.642
382,CA002402350,799.833,-859.333,2.2,17,14.88,21.1,22.6,614.666,96.873,111.642
383,CA002402594,687.833,-81.25,2.8,8.5,11.78,22.2,27,94.975,11.437,12.932
384,CA002402604,63.75,-68.55,1.6,73.5,2.34,12.9,14.1,-0.870164,28.168,437.275
385,CA002402684,78.8,-103.55,2,28.5,13.049,17.3,18.9,9.28,971.345,105.845
386,CA002403450,68.9,-751.333,1.6,88,366.089,10.8,12.7,259.169,37.433,429.335
387,CA002403500,753.833,-1.057.167,2.4,20,7.25,12.8,16.9,266.893,484.855,598.663
388,CA002403602,747.167,-949.667,1.8,35,1.152.204,17.8,22.5,749.998,9.025,112.704
389,CA002403625,61.6,-646.333,1.8,55,1.220.382,17.7,21.3,831.812,90.486,112.468
390,CA003010815,690.833,-790.333,3.6,9.5,27.45,31.75,34,229.332,24.467,259.317
391,CA003011120,531.667,-1.144.833,3.4,11,26,30,33.8,230.142,24.053,268.962
392,CA003011240,532.833,-1.138.667,3.6,11.5,28.06,31.6,34.69,217.393,236.625,257.435
393,CA003011241,530.333,-1.128.167,3.8,8,26,32,36.3,218.308,23.977,268.748
394,CA003011953,52.95,-112.8,3.8,9,24.6,27.5,33.1,211.348,22.625,251.972
395,CA00301222F,52.75,-113.95,4,9.5,26.25,29.5,33.5,217.915,232.085,251.325
396,CA003012515,53.55,-1.141.167,3.4,12,27,31.5,37.9,226.596,23.67,267.652
397,CA003012652,529.667,-111,3.2,15.5,30.15,34,37.5,235.528,25.534,280.324
398,CA003012710,524.667,-1.121.167,3.8,10,26.2,32,36.5,228.864,24.65,252.456
399,CA003021940,537.167,-1.131.833,3.8,10,31.1,33,38.1,247.988,26.762,282.664
400,CA003031640,517.667,-1.122.833,3,14,29.5,34.8,36.8,24.64,26.53,29.358
401,CA003033890,50,-1.136.333,3,14,30.8,36.2,38.1,24.967,28.393,29.827
402,CA003035340,49.7,-1.127.667,3.4,10,28.5,34.5,37.2,246.074,27.085,284.306
403,CA003036360,50.6,-1.129.833,5,7,29,35.5,38.5,25.878,27.484,29.4
404,CA003044203,49.8,-1.121.167,4.8,8,137.313,16.506,22.8,853.546,997.335,112.421
405,CA003050520,493.667,-1.106.833,2,32.5,24.95,29.7,31.9,208.245,230.675,23.719
406,CA003053600,511.833,-1.155.667,3.6,9.5,24.3,31,34.5,214.081,23.567,261.733
407,CA003073146,510.333,-1.150.333,3.2,14,26.11,29.8,31.5,218.826,229.985,241.135
408,CA003081680,586.167,-1.171.667,4,9,24,30.3,36.3,218.755,23.824,25.808
409,CA004010879,544.167,-1.102.833,4,9,29.1,31.95,34.35,231.605,250.275,266.365
410,CA004010984,503.667,-1.025.667,4.6,8,29.8,32.5,37.5,248.132,26.429,284.242
411,CA004011980,50.55,-1.053.833,4.2,9,28.8,35,38,247.516,26.635,282.414
412,CA004012300,50.85,-1.042.667,5,7,28,34,37,24.067,26,27.598
413,CA004012400,511.833,-1.048.667,3.6,8.5,31.5,33.45,35.3,246.654,26.641,284.405
414,CA004013480,492.167,-1.029.667,3.8,12,28.48,32.5,35.6,224.446,24.75,27.101
415,CA004013660,50.55,-103.65,4.2,9,31,34,36,231.466,25.447,269.706
416,CA004014040,51.25,-103.75,3.2,13.5,29,33,35.4,230.206,24.946,274.572
417,CA004014145,50.2,-1.027.333,4.8,9.5,28.95,32.5,33.85,236.906,25.087,265.697
418,CA004015440,50.9,-1.017.167,4.4,9.5,27.9,32.75,36.15,23.192,24.532,267.646
419,CA004015800,523.333,-105,4.2,8,29.9,33,38,239.506,26.193,286.766
420,CA004016560,493.167,-1.021.167,4,8,28.8,33.6,36.65,242.725,256.345,279.605
421,CA004019040,504.333,-1.046.667,4.6,8,31.7,34,37,257.526,27.262,295.094
422,CA004020560,498.167,-1.041.833,4.6,6,33.1,35,37.9,25.781,27.594,291.134
423,CA004028060,508.333,-1.073.167,4,6.5,28.85,32.85,37.4,242.075,25.774,28.374
424,CA004031844,502.667,-1.077.333,3.6,7.5,31.6,36.5,36.5,254.832,273.395,284.471
425,CA004034910,491.167,-1.055.167,3.2,13,30.4,35.5,38,251.311,282.515,295.018
426,CA004036844,49.1,-1.070.167,3.4,9,27.12,32.6,36.8,226.096,23.925,28.668
427,CA004038116,491.667,-1.059.833,3.2,11.5,30.15,35,37.9,253.726,27.138,307.431
428,CA004041000,49,-1.083.833,3.2,10.5,27.7,31.5,39,22.883,25.575,274.525
429,CA004047240,53.45,-109.2,3,10,29.2,32.5,39.4,23.4,26.035,27.726
430,CA004055736,523.667,-1.088.333,4.2,9,28.68,33.8,37.34,24.723,25.8,278.224
431,CA004056240,514.833,-107.05,4.4,13,27.8,32.5,36.36,227.314,24.551,264.246
432,CA004057180,532.167,-1.056.667,3.2,9.5,30.61,37.2,39.3,247.368,27.599,286.845
433,CA004068340,52.15,-106.6,2.6,10,20.78,26.3,28.76,183.806,20.252,208.974
434,CA004083321,595.667,-1.084.833,3.2,6.5,21.988,31.85,36.2,21.988,250.035,259.264
435,CA004086000,528.167,-1.023.167,3.8,9,28,32,34,218.458,24.529,254.994
436,CA005010140,520.833,-1.018.667,4.2,9,29.3,33.5,35.7,241.534,26.977,278.684
437,CA005012545,492.833,-99.3,4.2,8,28.1,34,35.8,239.436,26.432,274.474
438,CA005013117,49.45,-990.167,3.6,10.5,28.39,31.5,35.26,227.154,241.725,254.411
439,CA005021220,50.65,-99.95,3.8,11,26.44,32.8,34.8,22.452,25.863,267.404
440,CA005021695,490.333,-975.667,3.4,12,29.5,33,35,23.787,26.1,26.817
441,CA005021737,500.167,-97.8,3.8,9,30.1,34,35.5,249.876,27.029,279.982
442,CA005022125,49.45,-98.25,3.8,10,26.6,31.9,35.56,214.318,25.118,263.644
443,CA005022791,491.833,-98.9,5,8,29.5,31.5,34.5,23.862,26.083,27
444,CA005023261,501.167,-971.667,4.2,5,252.164,30.6,35.9,236.626,26.073,270.514
445,CA005030080,49.95,-97.1,4.6,10,28.6,31.5,34.2,230.924,25.405,266.286
446,CA005031111,509.333,-970.833,3.6,11.5,29.55,32.5,36.5,222.962,24.365,254.379
447,CA005031320,53.15,-992.833,4.8,9.5,28.95,30.75,34,238.125,25.614,262.754
448,CA005032162,496.167,-95.2,4.2,10,30,31.5,36,232.654,26.308,276.844
449,CA005032360,501.833,-960.667,4.2,10,28.8,32,35,233.298,26.018,268.486
450,CA005040985,49.85,-955.333,4.4,8.5,29.5,32.75,36,23.5,25.432,268.993
451,CA005043158,51.1,-1.004.667,3.4,11,29.42,34.6,37.3,249.832,25.398,27.087
452,CA005050920,507.167,-995.333,4.2,10,26.9,33,34.4,217.002,24.162,258.994
453,CA005052880,547.667,-1.018.833,3.2,13.5,27.51,32.9,37.6,218.816,24.481,258.336
454,CA005060623,539.667,-101.1,4,9,24.9,30.35,33.5,19.822,232.685,248.955
455,CA005062922,545.333,-980.333,4.2,9,28.74,32.2,34.6,218.456,23.22,248.672
456,CA006016525,55.8,-978.667,1.4,92,220.434,23.417,29,188.132,21.534,221.402
457,CA006037775,51.45,-902.167,3.6,10.5,27.18,30.5,33.94,231.326,251.215,259.671
458,CA006040325,501.167,-91.9,3.6,11.5,26.69,30.7,32.9,222.923,233.425,24.554
459,CA006049443,50.3,-88.9,3,12,20.664,28,28.3,19.726,20.624,21.644
460,CA006073975,483.667,-891.167,4.8,8.5,27.39,33.5,35.2,223.143,24.067,258.993
461,CA006075425,494.167,-824.667,5.8,8,28.9,35,37.5,219.856,23.445,253.454
462,CA006085700,512.667,-80.65,5.2,8,28.2,30.15,32.33,21.107,23.69,263.229
463,CA006100971,463.667,-794.167,4.6,10,27,30,33,23.414,25.059,273.842
464,CA006101335,44.6,-756.667,6.4,6.5,30.5,34,36,244.776,26.901,278.504
465,CA006101874,46.05,-773.667,4.4,10,30,33,36.15,256.274,270.835,28.683
466,CA006103367,450.167,-74.75,5.6,9,29.5,29.5,34.5,243.357,25.211,278.802
467,CA006105976,444.333,-766.833,5,10,29,32.7,35.3,25.022,27.007,28.505
468,CA006111769,453.833,-757.167,5.6,9,30,30.5,33,233.054,241.625,268.906
469,CA006115127,446.333,-795.333,5.2,10,30.5,31,34.4,242.843,255.085,270.938
470,CA006124127,44.75,-798.833,6.2,8,30,30.5,32.7,233.516,24.833,261.818
471,CA006132470,441.667,-816.167,5.8,7,30,31,33,246.398,25.885,269.936
472,CA006134190,428.833,-789.667,4.4,9,28.4,29.5,32.45,249.912,25.726,276.074
473,CA006135583,42.05,-826.667,6,8.5,28,31,34.5,24.151,260.405,275.135
474,CA006136606,425.167,-816.333,6.2,7,27.8,30,32.5,237.194,24.25,267.408
475,CA006137161,428.833,-79.25,6.4,7,28,30,33.5,240.499,246.395,275.596
476,CA006139520,43.05,-793.333,4.8,10.5,33.5,34.5,38.5,272.564,286.425,303.847
477,CA006142285,423.333,-829.333,2,23.5,25.547,29.9,29.9,238.565,24.269,246.005
478,CA006142400,43.65,-804.167,6.2,8,27.9,30,32.6,228.862,24.5,26.574
479,CA006142402,437.333,-803.333,5.6,8.5,28.5,31,34.55,230.049,240.085,272.631
480,CA006142420,43.7,-803.833,5.2,10.5,28.1,30.75,36.6,246.092,257.065,278.986
481,CA006147188,430.167,-807.833,7,7,28,31.5,33,24.536,26.263,27.589
482,CA006148105,43.35,-804.667,7.2,7,29,30.5,34,234.799,24.916,271.898
483,CA006149625,433.667,-81,6.6,7,27.5,31,34,249.442,25.68,279.714
484,CA006150689,431.333,-807.667,5.4,11,27.5,30,34.5,24.02,26.214,278.318
485,CA006151689,44.15,-77.4,6,8,26.25,28.75,31,224.745,238.475,25.55
486,CA006152695,439.667,-781.833,5.8,8,30,32.5,35.9,244.932,26.999,294.074
487,CA006155790,436.333,-798.833,5.8,7,28.5,30,34,229.628,24.173,26.656
488,CA006155878,439.167,-800.833,3.8,14,27,30,34,233.326,24.575,26.212
489,CA006158733,438.667,-788.333,5.8,9,29.98,32.5,36.98,251.734,26.544,290.964
490,CA006158875,436.833,-796.333,4.8,10.5,28.28,31.6,34.3,241.939,263.215,278.704
491,CA007011947,441.167,-775.333,4.6,10,29,30.5,34.2,242.336,25.941,278.822
492,CA007011982,453.167,-741.667,5.2,9.5,28.5,32.25,34.5,238.161,25.269,268.378
493,CA007013100,466.667,-719.167,5.2,9,27.1,33.5,35.35,233.949,249.825,277.547
494,CA007014160,466.667,-72.6,3.4,10,30.1,33.9,34.3,249.144,26.527,28.205
495,CA007014290,458.167,-734.333,4.4,10.5,30.05,33,34.75,249.025,268.315,287.367
496,CA007014332,45.3,-74.05,4.6,10,28,29.5,35.5,235.528,24.659,277.722
497,CA007015730,462.667,-730.167,4.8,9.5,29.5,31.75,35.05,246.454,260.565,280.163
498,CA007016470,45.5,-740.667,5,10,30,33,35.5,24.468,25.62,28.702
499,CA007016675,45.5,-743.667,4.2,10,25,32,34,220.462,24.029,257.222
500,CA007016800,469.833,-718.333,5.4,10,29,34,35,241.934,26.377,274.452
501,CA007016816,467.167,-720.833,5.6,8.5,29.3,35,36,244.248,26.299,275.336
502,CA007016840,465.333,-73.15,5.2,8.5,29,31.75,34.5,240.557,255.275,269.174
503,CA007016960,465.833,-722.333,4.8,10,28.5,32.5,36,24,259.835,272.875
504,CA007017000,46.35,-73.35,5.8,7,27,30,34,225.854,24.258,265.304
505,CA007017080,468.167,-719.167,6,7,27.5,33,34.5,234.585,252.535,27.125
506,CA00701LEEH,462.833,-73.75,4.4,10.5,27.85,34,35.3,238.276,25.178,262.647
507,CA007020305,468.667,-72.4,5,7,27.5,29.8,34,23.333,24.641,26.639
508,CA007020828,460.167,-71.95,4.6,9,29,32,32.5,227.682,25.173,261.082
509,CA007020860,45.4,-722.667,4.8,10.5,29.9,33,35,239.003,25.706,270.343
510,CA007021840,454.833,-71.95,4.4,11,27.5,32.5,32.5,232.669,24.784,259.869
511,CA007021954,45.15,-71.8,4.8,7,28.5,31.5,33,230.372,250.775,270.952
512,CA007022160,458.167,-719.833,4.4,9,30,33,34.5,247.976,259.065,279.913
513,CA007022375,458.833,-724.833,5.2,7,30,34,34.5,243.219,25.61,278.047
514,CA007022720,45.8,-73,5.4,10,27.2,30,33,231.644,24.696,264.924
515,CA007022800,451.333,-722.333,4.6,10,30,32,33.5,238.812,26.029,270.872
516,CA007023075,453.833,-727.167,3.6,11,30,33,35.7,246.739,26.892,29.003
517,CA007023677,450.667,-737.167,5.8,10,26.2,31.5,32,22.1,23.409,247.488
518,CA007024100,45.6,-708.667,4,10,30,30.5,34.5,24.35,26.286,274.665
519,CA007024250,453.833,-734.333,6.4,8.5,27.55,32.5,33.5,233.151,24.887,265.534
520,CA007024280,463.333,-716.667,3.8,10,30,32.7,33.2,238.688,25.48,266.116
521,CA007024320,453.667,-718.167,5.6,9.5,28.45,31.5,33.2,233.475,247.375,262.934
522,CA007024440,456.333,-713.667,4.8,9.5,28.8,32.25,33,233.869,249.265,265.095
523,CA007024627,452.667,-721.167,4.2,7,30.7,34,35,25.709,26.992,28.305
524,CA007025250,45.4,-731.333,4.2,10,30.24,31.2,35.72,248.972,25.783,28.26
525,CA007025440,454.667,-73.75,5.4,8,30,30,35,240.226,24.884,271.012
526,CA007025670,46.2,-726.167,6,9,25,29,31,212.235,222.465,237.175
527,CA007025745,45.4,-710.833,5,7,30,33,35,24.885,26.64,27.95
528,CA007026465,451.167,-74.05,5.2,8.5,29,33.5,33.5,237.916,26.318,274.589
529,CA007026836,456.333,-721.333,4.8,9.5,30,32.75,35.5,244.922,26.481,278.599
530,CA007027083,451.333,-74.35,5.8,7,27,31,34,232.916,25.146,263.938
531,CA007027200,46.05,-705.167,5.8,8,27.6,33,33.5,233.332,25.023,259.906
532,CA007027259,460.667,-709.667,5.2,8.5,27.15,33,34,232.595,254.665,266.929
533,CA007027283,464.833,-715.667,5.8,7,28.5,33.5,34,239.032,26.136,272.466
534,CA007027361,46.15,-70.7,6.4,7,30,34,35,242.247,26.597,284.096
535,CA007027516,455.667,-729.167,5.6,7,29,30,32.35,230.015,238.675,256.139
536,CA007027520,45.75,-706.833,5.2,10,26.5,29.5,31,223.692,23.203,251.344
537,CA007027540,45.2,-71.5,5.4,9,30.5,34,36,246.764,26.735,289.452
538,CA007027656,452.167,-73.85,5.4,10,27.2,32.5,32.9,226.746,24.368,255.504
539,CA007027660,46.25,-712.167,4.6,9,28.1,33,33.5,230.804,25.445,263.198
540,CA007027725,462.167,-70.5,6,6,26.25,32,32,22.146,240.045,250.675
541,CA007027733,457.667,-70.95,5.4,7,25,28,31.5,213.736,22.341,243.174
542,CA007027750,463.333,-71.05,5.2,9.5,27,29,31.95,220.572,22.977,247.564
543,CA007027802,459.333,-704.833,4.6,12,29,31.5,32,228.206,24.221,255.536
544,CA007027840,453.667,-715.333,5.6,9.5,28,33,34,235.242,251.355,264.139
545,CA007028200,46.5,-710.833,3.8,10,30,31,35,24.288,25.42,279.228
546,CA007028441,460.333,-731.167,5.4,9,27.2,31.5,32.5,22.193,24.426,255.548
547,CA007028676,46.1,-71.35,5.8,9,28.5,33,34.3,239.772,25.622,266.908
548,CA007028700,463.833,-709.333,4.6,9,30,31,35.1,251.218,26.234,28.414
549,CA007030170,457.667,-733.667,4.8,8,28,32.4,36,243.741,26.455,276.984
550,CA007030310,45.55,-75.55,5,9,28.5,33,34,24,25.367,27.36
551,CA007031360,45.95,-746.167,5.2,7,27.5,30.75,34.5,237.442,25.512,269.485
552,CA007031375,455.167,-757.833,5.6,9,27.5,32,34.7,233.405,259.265,27.329
553,CA007033650,45.9,-750.833,5,9,29.5,33.5,35.5,24.538,26.69,28.05
554,CA007036855,45.65,-743.333,5.8,7,27.7,28.5,34,22.655,24.469,259.212
555,CA007037310,46.85,-753.333,4.2,10,27.5,32,34,22.901,25.008,260.764
556,CA007037400,459.833,-74,4.4,10,29.05,29.5,35,237.984,24.902,28.437
557,CA007038975,45.8,-74.05,6,7.5,28,30.5,34,23.219,244.345,26.813
558,CA007041100,460.667,-76.05,2.4,22,15.249,19.25,22.1,135.541,14.297,147.231
559,CA007047910,501.667,-600.667,2.8,6,223.991,25.4,28.1,183.275,189.875,211.721
560,CA00704FEG0,502.167,-662.667,3.8,12,22.8,26,27.5,179.284,19.647,20.502
561,CA007051200,502.833,-647.833,5,7,28.5,30.5,34,23.009,23.412,25.083
562,CA007053649,483.667,-672.333,5.2,7,25,29.5,36,221.046,228.125,24.064
563,CA007056480,482.833,-675.667,4,8.5,25.5,31.5,35,218.335,23.051,240.725
564,CA007056930,48.45,-685.167,5.2,9,27.5,31.5,32.5,223.919,238.595,248.148
565,CA007057395,464.833,-702.167,5.4,8,25.5,28.5,32.5,192.884,21.017,222.402
566,CA007057515,488.833,-671.167,4.6,7,26.4,29.5,34,226.368,23.44,25.074
567,CA007060400,467.333,-700.167,4.6,8,29.9,34,38.4,230.988,24.836,257.998
568,CA007061541,483.333,-71,5,8,24.9,31.1,34.4,20.178,22.191,23.558
569,CA007063370,498.333,-711.667,5,8,28.3,32,34.6,22.6,23.529,25.35
570,CA007063690,484.333,-71.15,6,8,27,34.5,36,22.548,24.384,255.615
571,CA007065960,484.167,-71.75,5.2,8,27,32.5,35.5,219.971,24.219,253.289
572,CA007066820,487.667,-720.333,6.6,7,27.8,33,36.5,22.307,24.678,259.182
573,CA007075800,485.667,-713.333,5.8,7,26.7,32.5,33.5,207.412,22.777,241.548
574,CA007080468,479.167,-746.167,3.8,10,27.7,33.2,33.5,235.668,25.741,268.454
575,CA007113534,467.167,-79.1,4.2,12,22.62,28.3,30.6,17.064,18.578,199.088
576,CA007117827,58.1,-684.167,3.6,7,20.1,26.65,30.7,167.566,18.645,196.677
577,CA008100300,54.8,-66.8,4,12,28.25,32,34.5,241.055,25.677,277.035
578,CA008102275,467.167,-677.167,4.2,8,28.2,33,34.1,236.242,25.276,26.662
579,CA008103050,46.55,-671.667,2.6,16,28.18,32.4,32.6,215.946,22.678,233.798
580,CA008105600,480.167,-64.5,5.4,10,27.1,32.5,33.9,238.626,25.05,265.416
581,CA008202000,461.667,-67.55,4.4,11,28.74,32.45,35.6,250.415,260.925,273.647
582,CA008204700,449.833,-649.167,3.2,12,20.5,22.8,23.7,17.526,19.346,205.579
583,CA008204800,439.333,-600.167,5.6,6,25,30.5,36,223.105,237.495,253.182
584,CA008205090,44.7,-63.9,5,10,24.6,31.8,32.6,21.15,22.607,23.419
585,CA008206240,446.333,-63.5,5.6,6,25.7,30.6,33,190.897,202.115,217.235
586,CA008206495,439.833,-646.667,5.2,6.5,23.84,25.9,26.77,207.425,217.475,224.623
587,CA008300100,438.333,-660.833,4.2,11,28.5,30.5,35,231.278,24.071,249.252
588,CA008300300,460.667,-62.6,4.2,8,28.34,30.1,33,227.606,23.291,243.862
589,CA008300497,462.833,-631.333,5.6,8,29,31,33.55,231.752,23.599,247.023
590,CA008400413,464.167,-63.35,4.2,9,25.5,28,31,211.776,22.412,23.58
591,CA008400812,479.833,-55.8,1.4,64,20.612,20.612,29,200.502,20.083,215.982
592,CA008401000,481.667,-573.333,3.4,10,17.234,23.7,27.7,154.072,17.443,180.868
593,CA008401300,466.667,-530.833,3.4,10,23.6,29.5,33,21,22.232,238.668
594,CA008401400,48.95,-57.95,3.4,13,22.66,23.7,25.44,177.384,18.698,18.954
595,CA008401500,502.333,-575.833,3.8,8,26.4,30.5,33,216.816,22.833,242.602
596,CA008401703,491.667,-574.333,3,10,25.2,29.6,31.5,21.923,23.377,23.729
597,CA008402544,489.333,-545.667,4.8,7,27,30,31.5,216.444,22.858,250.391
598,CA008402958,48.35,-53.9,4.6,11,21,23.5,25.3,176.886,18.446,188.622
599,CA008402975,510.667,-568.833,3.4,8,17.68,23.2,25.26,155.704,18.087,191.446
